Report Submission Source,Multiple Rows Per Incident,Report Number,Report Number,Report Type,Date Of Incident,Time Of Incident,NRC Report Number,Federal Dot Report Number,Incident City,Incident County,Incident State,Incident Postal Code,Incident Country,Incident Route,Mode Of Transportation,Transportation Phase,Carrier Reporter Name,Carrier Reporter Street Name,Carrier Reporter City,Carrier Reporter State,Carrier Reporter Postal Code,Carrier Reporter Fed Dot Id,Carrier Reporter Hazmat Reg Id,Carrier Reporter Country,Shipper Name,Shipper Street Name,Shipper City,Shipper State,Shipper Postal Code,Shipper Country,Shipper Waybill Shipping Paper,Shipper Hazmat Registration Id,Origin City,Origin State,Origin Postal Code,Origin Country,Destination City,Destination State,Destination Postal Code,Destination Country,Commodity Short Name,Commodity Long Name,Technical Trade Name,Identification Number,Hazardous Class,Packing Group,Quantity Released,Unit Of Measure,Hazmat Waste Indicator,Hazmat Waste Epa Number,Toxic By Inhalation Ind,Tih Hazard Zone,Material Shipment Approval Ind,Material Shipment Approval Nbr,Undeclared Hazmat Shipment Ind,Packaging Type,What Failed Code,What Failed Description,How Failed Code,How Failed Description,Failure Cause Code,Failure Cause Description,Identification Markings,Cont1 Packaging Type,Cont1 Material Of Construction,Cont1 Head Type,Cont1 Package Capacity,Cont1 Package Capacity Uom,Cont1 Package Amount,Cont1 Package Amount Uom,Cont1 Pkg Shipment Nbr Failed,Cont1 Package Manufacturer,Cont1 Pkg Manufacturer Date,Cont1 Package Serial Number,Cont1 Package Last Test Date,Cont1 Material Of Construction,Cont1 Pkg Dsign Pressure Rpted,Cont1 Dsign Pressure Uom Rpted,Cont1 Pkg Shell Thickness Rptd,Cont1 Shell Thickness Uom Rptd,Cont1 Head Thickness Reported,Cont1 Head Thickness Uom Rpted,Cont1 Pkg Srvc Pressure Rpted,Cont1 Srvc Pressure Uom Rpted,Cont1 Valve Or Device Fail Ind,Cont1 Valve Or Device Type,Cont1 Val Device Manufacturer,Cont1 Valve Or Device Model,Cont2 Package Type,Cont2 Material Of Construction,Cont2 Package Capacity,Cont2 Capacity Uom Reported,Cont2 Package Amount,Cont2 Package Amount Uom,Cont2 Pkg Number In Shipment,Cont2 Pkg Shipment Nbr Failed,Ram Package Category,Ram Package Certification,Ram Package Certification Nbr,Ram Nuclide S Present,Ram Transport Index,Ram Uom,Ram Activity,Ram Activity Rpted,Ram Uom Rpted,Ram Activity Uom,Ram Material Safety Index,Spillage Result Ind,Fire Result Ind,Explosion Result Ind,Water Sewer Result Ind,Gas Dispersion Result Ind,Environmental Damage Result,No Release Result Ind,Other Cleanup Ind,Fire Ems Report Ind,Fire Ems Ems Report Nbr,Police Report Nbr,Police Report Ind,In House Cleanup Ind,Damage More Than 500,Material Loss,Carrier Damage,Property Damage,Response Cost,Remediation Cleanup Cost,Damage Other Old Form,Hazmat Fatality Indicator,Hazmat Fatalities Employees,Hazmat Fatalities Responders,Hazmat Fatality General Public,Non Hazmat Fatality Indicator,Non Hazmat Fatalities,Hazmat Injury Indicator,Hazmat Hospitalized Employees,Hazmat Hospitalized Responders,Hazmat Hospitalized Gen Public,Hazmat Nonhosp Employees,Hazmat Nonhosp General Public,Evacuation Indicator,Total Evacuation Hours,Public Evacuated,Major Artery Closed,Major Artery Hours Closed,Material Involved In Accident,Estimated Speed,Weather Conditions,Vehicle Overturn,Vehicle Left Roadway Track,Total Evacuated,Total Hazmat Fatalities,Total Hazmat Injuries,Passenger Aircraft Indicator,Cargo Passenger Baggage Ind,Incident Occurrence,Shipphase Non Transported Ind,Shipphase Air First Flight Ind,Shipphase Air Subflight Ind,Shipphase Init Transport Ind,Shipphase Transfer Indicator,Contact Name,Contact Title,Contact Street,Contact City,Contact State,Contact Postal Code,Preparer Of Incident Report,Description Of Events,Recommendations Actions Taken,Serious Incident Ind,General Package Type,Container Description,Container Code,Bulk Incident Indicator,Federal Dot Agency Name,Incident Non Us State,Carrier Reporter Non Us State,Shipper Non Us State,Origin Non Us State,Destination Non Us State,Cont1 Pkg Number In Shipment,Hazmat Hospitalized Old Form,Total Hazmat Hosp Injuries,Hazmat Nonhosp Employees,Hazmat Nonhosp Responders,Hazmat Nonhosp Old Form,Employees Evacuated,Undeclared Shipment,Hmis Serious Fatality,Hmis Serious Injury,Hmis Serious Flight Plan,Hmis Serious Evacuations,Hmis Serious Major Artery,Hmis Serious Bulk Release,Hmis Serious Marine Pollutant,Hmis Serious Radioactive,Total Amount Of Damages,Contact Business Name,Contact Country,Contact Non Us State
XML,No,X-2023120358,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2B%2BZs55FyaGoEokhfUZSQMQ%3D%3D target=""_blank"">X-2023120358</A>",A hazardous material incident,2023-12-04,0500,,,LEBANON,WARREN,OH,45036,US,325 HOMAN ROAD,Highway,Unloading,"Fedex Ground Package System, Inc.",1000 Fedex Drive,CORAOPOLIS,PA,15108,265752,061317552044ZB,US,"THERMAL SCIENTIFIC, INC.",822 Cantwell Lane,CORPUS CHRISTI,TX,78408,US,3088119774278507127,,,,,US,LEBANON,OHIO,45036,US,PENTANES,PENTANES,,UN1265,3,II,1.05672,LGA,No,,No,,No,,No,Non-Bulk,104,Body,312,Torn Off or Damaged,517,Improper Preparation for Transportation,4g/x503/s/20/usa/+ca2178,Box,Fiberboard,,0,,0,,0,,0-00-00 00:00:00,,0-00-00 00:00:00,Fiberboard,0,,0,,0,,0,,No,,,,,,0,,0,,0,0,,FALSE,,,,,0,0,,,,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No,,,No,No,No,No,No,GEORGE FETSKO,HAZMAT - SAFETY ADVISOR,1000 Fedex Drive,CORAOPOLIS,PA,15108,Carrier,SequenceEvent: it was unloaded from trailer then was in transition get on to the tuggers and somehow the box fell of the rollers and then broke on impact DescribePack: there were no external failures to the DurationRel: 1 and MitigateEffect: absorbent padding was pleased on the ground to contain the spillage,NO COMMENTS PROVIDED.,No,BOX FIBER,Fiberboard box,4G,No,,,,,,,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,"Fedex Ground Package System, Inc.",US,
XML,No,X-2024010014,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2B1qkAFm5H6i4pSxWxH2LLg%3D%3D target=""_blank"">X-2024010014</A>",A hazardous material incident,2023-12-19,0630,,,KNOXVILLE,KNOX,TN,37912,US,500 CALLAHAN ROAD,Highway,Unloading,UNITED PARCEL SERVICE,55 GLENLAKE PKWY,ATLANTA,GA,30328-3498,21800,,US,GRAINGER-GVDC-SPARTANBURG(T),101 SOUTHCHASE BLVD,FOUNTAIN INN,SC,296449019,US,1Z2X98300305365157,,,,,US,SEVIERVILLE,TENNESSEE,37876,US,"ALCOHOLS, N.O.S.","ALCOHOLS, N.O.S.",,UN1987,3,II,0.046875,LGA,No,,No,,No,,No,Non-Bulk,109,"Closure (e.g., Cap, Top, or Plug)",308,Leaked,511,Dropped,4G/Y29.7/S/22/USA/+CO2935,,,,6,LGA,6,LGA,1,,0-00-00 00:00:00,,0-00-00 00:00:00,,0,,0,,0,,0,,No,,,,,,0,,0,,0,0,,FALSE,,,,,0,0,,,,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No,,,No,No,No,No,No,LAUREN CAMERON,DANGEROUS GOODS SPECIALIST,55 Glenlake Parkway NE,ATLANTA,GA,30328,Carrier,RESPONDER RESPONDED IN FULL PPE TO A LEAKER IN THE UNLOAD.,NO COMMENTS PROVIDED,No,BOX FIBER,Fiberboard box,4G,No,,,,,,,1,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,United Parcel Service,US,
XML,No,X-2023121048,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2B2hvmjSM2Su9IQEJFVtjAw%3D%3D target=""_blank"">X-2023121048</A>",A hazardous material incident,2023-12-08,2200,,,LOS ANGELES,LOS ANGELES,CA,90031,US,1800 N. MAIN STREET,Highway,Unloading,UNITED PARCEL SERVICE,55 GLENLAKE PKWY,ATLANTA,GA,30328-3498,21800,,US,VWR INTERNATIONAL CORP,1050 SATELLITE BLVD NW,SUWANEE,GA,300242883,US,1Z3207860335039185,,,,,US,LOS ANGELES,CALIFORNIA,90089,US,ISOPROPANOL OR ISOPROPYL,ISOPROPANOL OR ISOPROPYL ALCOHOL,,UN1219,3,II,0.1,LGA,No,,No,,No,,No,Non-Bulk,109,"Closure (e.g., Cap, Top, or Plug)",308,Leaked,515,Human Error,4G/Y19.6/S/23/USA/+CC6891,,,,4,LGA,4,LGA,1,,0-00-00 00:00:00,,0-00-00 00:00:00,,0,,0,,0,,0,,No,,,,,,4,LGA,4,LGA,1,1,,FALSE,,,,,0,0,,,,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No,,,No,No,No,No,No,LAUREN CAMERON,DANGEROUS GOODS SPECIALIST,55 Glenlake Parkway NE,ATLANTA,GA,30328,Carrier,"RESPONDER WORE REQUIRED PERSONAL PROTECTIVE EQUIPMENT (PPE), FOLLOWED THE DECISION TREE AND APPROPRIATE RESPONSE SHEET, CLEANED UP AND REMOVED THE SPILL SAFELY.",NO COMMENTS PROVIDED,No,BOX FIBER,Fiberboard box,4G,No,,,,,,,1,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,United Parcel Service,US,
XML,No,X-2024010283,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2B3hNMNc73LIjJ7Pp%2FzmWsg%3D%3D target=""_blank"">X-2024010283</A>",A hazardous material incident,2023-12-22,1730,,,MOUNT JULIET,WILSON,TN,37122,US,100 FEDEX WAY,Highway,Unloading,"Fedex Ground Package System, Inc.",1000 Fedex Drive,CORAOPOLIS,PA,15108,265752,061317552044ZB,US,"QUALITY CHEMICAL CO (Best Cleaning Supply)","1835 NE 144TH ST (1835 NE 144th Street",MIAMI,FL,33181,US,9765597788316163815,,,,,US,HERMITAGE,TENNESSEE,37076,US,ISOPROPANOL OR ISOPROPYL,ISOPROPANOL OR ISOPROPYL ALCOHOL,,UN1219,3,II,0.25,LGA,No,,No,,No,,Yes,Non-Bulk,109,"Closure (e.g., Cap, Top, or Plug)",306,Failed to Operate,526,"Loose Closure, Component, or Device",4G,Box,Fiberboard,,0,,0,,0,,0-00-00 00:00:00,,0-00-00 00:00:00,Fiberboard,0,,0,,0,,0,,No,,,,Bottle,Plastic,0,,0,,0,0,,FALSE,,,,,0,0,,,,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No,,,No,No,No,No,No,GEORGE FETSKO,HAZMAT - SAFETY ADVISOR,1000 Fedex Drive,CORAOPOLIS,PA,15108,Carrier,SequenceEvent: PACKAGE FOUND ON VAN WITH A WET OUTER PACKAING. PACKAGE BROUGHT TO QA. DescribePack: INNER BOTTLE HAD A LOOSE CAP DurationRel: 1 and MitigateEffect: PACKAGE PLACED UPRIGHT AND BROUGH TO QA DAMAGE AREA,NO COMMENTS PROVIDED.,No,BOX FIBER,Fiberboard box or carton,BOX FBR,No,,,,,,,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,0,"Fedex Ground Package System, Inc.",US,
XML,No,X-2023120955,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2B3jHlBTUKtUZP1%2BExS1%2Fmw%3D%3D target=""_blank"">X-2023120955</A>",A hazardous material incident,2023-12-18,1119,,,KEASBEY,MIDDLESEX,NJ,08832,US,6000 RIVERSIDE DR,Highway,Loading,"Fedex Ground Package System, Inc.",1000 Fedex Drive,CORAOPOLIS,PA,15108,265752,061317552044ZB,US,MYERS TIRE SUPPLY CO,140 E. Ascot Lane,CUYAHOGA FALLS,OH,44223,US,126402880715649712610,,,,,US,BRONX,NEW YORK,10475,US,"ADHESIVES, CONTAINING A","ADHESIVES, CONTAINING A FLAMMABLE LIQUID",,UN1133,3,II,0.26418,LGA,No,,No,,No,,No,Non-Bulk,104,Body,308,Leaked,521,Inadequate Preparation for Transportation,4G,Box,Fiberboard,,0,,0,,0,,0-00-00 00:00:00,,0-00-00 00:00:00,Fiberboard,0,,0,,0,,0,,No,,,,Can,Metal (any type),0,,0,,0,0,,FALSE,,,,,0,0,,,,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No,,,No,No,No,No,No,GEORGE FETSKO,HAZMAT - SAFETY ADVISOR,1000 Fedex Drive,CORAOPOLIS,PA,15108,Carrier,"SequenceEvent: During the day sort, the package arrived at the hazmat cage with soiled conditions. Upon inspection 1 metal drum was found with soiled conditions as well. Top of the drum got dented and plastic plug closure seems to be slightly displaced causing leakage through there as well. The drum was placed into a salvage drum to collect any further possible leakage and to await disposition. DescribePack: The package failure seems to be from the metail pail receiving impacts from being improperly packaged for shipping. Drum has soiled stains from the product throughout the entire drum coming from the lid down. Plastic Plug top seems to be slightly displaced causing leakage from there too. DurationRel: 1 and MitigateEffect: The package was immediately inspected & the drum was placed upright into a lined salvage drum.",NO COMMENTS PROVIDED.,No,BOX FIBER,Fiberboard box or carton,BOX FBR,No,,,,,,,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,"Fedex Ground Package System, Inc.",US,
XML,No,X-2023120653,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2B5rQ0HnCVprpAJYCfuWFWQ%3D%3D target=""_blank"">X-2023120653</A>",A hazardous material incident,2023-12-09,0100,,,BLOOMINGTON,SAN BERNARDINO,CA,92316,US,330 RESOURCE DRIVE,Highway,Loading,"Fedex Ground Package System, Inc.",1000 Fedex Drive,CORAOPOLIS,PA,15108,265752,061317552044ZB,US,HEALTH TECHNOLOGY,11614 Sterling Ave,RIVERSIDE,CA,92503,US,738503678214072829,,,,,US,LOS ANGELES,CALIFORNIA,90038,US,"DISINFECTANTS, LIQUID, C","DISINFECTANTS, LIQUID, CORROSIVE N.O.S.",(Contains Quaternary Ammonium Compound),UN1903,8,II,0.26418,LGA,No,,No,,No,,No,Non-Bulk,104,Body,304,Cracked,511,Dropped,4G/Y20.9/S/21/USA/+CO2940,Box,Fiberboard,,0,,0,,0,,0-00-00 00:00:00,,0-00-00 00:00:00,Fiberboard,0,,0,,0,,0,,No,,,,,,0,,0,,0,0,,FALSE,,,,,0,0,,,,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No,,,No,No,No,No,No,GEORGE FETSKO,HAZMAT - SAFETY ADVISOR,1000 Fedex Drive,CORAOPOLIS,PA,15108,Carrier,SequenceEvent: THE PACKAGE WAS DROPPED ON THE LOAD SIDE. DescribePack: ONE BOTTLE IS CRACKED ON THE SIDE AND EMPTY DurationRel: 1 and MitigateEffect: ABSORBENT WAS USED TO CLEAN THE SPILL ON HTE DOCK,NO COMMENTS PROVIDED.,No,BOX FIBER,Fiberboard box,4G,No,,,,,,,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,"Fedex Ground Package System, Inc.",US,
XML,No,X-2023120912,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2BB7sjsbveKhO5XqGtz88Lg%3D%3D target=""_blank"">X-2023120912</A>",A hazardous material incident,2023-12-15,0930,,,LOWELL,BENTON,AR,72745,US,400 N. GOAD SPRINGS ROAD,Highway,Unloading,"Fedex Ground Package System, Inc.",1000 Fedex Drive,CORAOPOLIS,PA,15108,265752,061317552044ZB,US,MEDLINE/B06/WILMER,1 MEDLINE DRIVE,WILMER,TX,75172,US,4456574774413091886,,,,,US,FAYETTEVILLE,ARKANSAS,72703,US,ISOPROPANOL OR ISOPROPYL,ISOPROPANOL OR ISOPROPYL ALCOHOL,,UN1219,3,II,1.05672,LGA,No,,No,,No,,No,Non-Bulk,109,"Closure (e.g., Cap, Top, or Plug)",308,Leaked,511,Dropped,4G/Y19.6/S/23USA/+AB3501,Box,Fiberboard,,0,,0,,0,,0-00-00 00:00:00,,0-00-00 00:00:00,Fiberboard,0,,0,,0,,0,,No,,,,,,0,,0,,0,0,,FALSE,,,,,0,0,,,,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No,,,No,No,No,No,No,GEORGE FETSKO,HAZMAT - SAFETY ADVISOR,1000 Fedex Drive,CORAOPOLIS,PA,15108,Carrier,SequenceEvent: aT SOME POINT THE BOX WAS DROPPED UPSIDE DOWN CRACKING 3 OF THE LIDS AND LEAKING ONTO THE 4TH. ONCE DISCOVERED THE PACKAGE WAS PLACED IN A HAZMAT BAG AND HAZMAT TOTE. DescribePack: 3 LIDS WERE CRACKED. DurationRel: 1 and MitigateEffect: PACKAGE WAS PLACED UPRIGHT AND CONTAINED IN HAZMAT TOTE AND BAG.,NO COMMENTS PROVIDED.,No,BOX FIBER,Fiberboard box,4G,No,,,,,,,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,"Fedex Ground Package System, Inc.",US,
XML,No,X-2024010168,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2BBpd0%2Bek26zLPTZTrybI1w%3D%3D target=""_blank"">X-2024010168</A>",A hazardous material incident,2023-12-04,1600,,,ELLENWOOD,DEKALB,GA,30294,US,4665 SOUTH PARK BOULEVARD,Highway,Loading,"Fedex Ground Package System, Inc.",1000 Fedex Drive,CORAOPOLIS,PA,15108,265752,061317552044ZB,US,ECOLAB,1345 HWY 42 S,MCDONOUGH,GA,30252,US,799199173787047113907,,,,,US,CUMMING,GEORGIA,30041,US,"SODIUM HYDROXIDE, SOLUTI","SODIUM HYDROXIDE, SOLUTION",,UN1824,8,II,0.26418,LGA,No,,No,,No,,No,Non-Bulk,104,Body,308,Leaked,517,Improper Preparation for Transportation,4G,Box,Fiberboard,,0,,0,,0,,0-00-00 00:00:00,,0-00-00 00:00:00,Fiberboard,0,,0,,0,,0,,No,,,,Bottle,Plastic,0,,0,,0,0,,FALSE,,,,,0,0,,,,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No,,,No,No,No,No,No,GEORGE FETSKO,HAZMAT - SAFETY ADVISOR,1000 Fedex Drive,CORAOPOLIS,PA,15108,Carrier,SequenceEvent: LOADING FROM BELT DescribePack: CAP OPEN DurationRel: 1 and MitigateEffect: SAND AND EQULIZER,NO COMMENTS PROVIDED.,No,BOX FIBER,Fiberboard box or carton,BOX FBR,No,,,,,,,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,"Fedex Ground Package System, Inc.",US,
Web,No,E-2023120467,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2BDJoQC2%2F7HGVsHFLIa5gZw%3D%3D target=""_blank"">E-2023120467</A>",A hazardous material incident,2023-12-21,0126,,,Perrysburg,UNKNOWN,OH,,US,28240 Oregon Rd,Highway,In Transit,"DAYTON FREIGHT LINES, INC.",6450 POE AVE STE 311,DAYTON,OH,45414-2647,273301,052021600007DF,US,Enerysy Delaware Inc,105 Hi-Lane Dr,Richmond,KY,40475,US,,,,,,US,,,,,"BATTERIES, WET, FILLED W","BATTERIES, WET, FILLED WITH ACID, ELECTRIC STORAGE",,UN2794,8,III,0.3125,SLB,No,,No,,No,,No,Other - Battery,,,,,,,N/A,,,,0,,0,,0,,0-00-00 00:00:00,,0-00-00 00:00:00,,0,,0,,0,,0,,No,,,,,,0,,0,,0,0,,FALSE,,,,,0,0,,,,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No,,,No,No,No,No,No,CHRISTIAN CALVIN,,,,,,Other-Authorized Agent,Forklift strike,Assure safety while loading and unloaidng freight,No,,,,No,,,,,,,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,,US,
Web,No,E-2023120383,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2BDNaZIBdMIXWweJMk1Cjag%3D%3D target=""_blank"">E-2023120383</A>",A hazardous material incident,2023-12-15,0810,,,TOPEKA,SHAWNEE,KS,66609,US,5116 SW Wenger Street,Highway,Unloading,"FEDEX FREIGHT, INC.",2200 FORWARD DR,HARRISON,AR,72601-2234,320306,,US,BLEND SUPPLY FORT WORTH,6675 CORPORATION PKWY,FORT WORTH,TX,76126-1770,US,787975336069R0,,,,,US,SOLOMON,KANSAS,67480,US,PAINT RELATED MATERIAL I,"PAINT RELATED MATERIAL INCLUDING PAINT THINNING, DRYING, REMOVING, OR REDUCING COMPOUND",,UN1263,3,II,1,LGA,No,,No,,No,,No,Non-Bulk,104,Body,309,Punctured,513,Forklift Accident,,Box,Metal other than steel or aluminum,Non-Removable,5,LGA,5,LGA,1,,0-00-00 00:00:00,,0-00-00 00:00:00,Metal other than steel or aluminum,0,,0,,0,,0,,No,,,,,,0,,0,,0,0,,FALSE,,,,,0,0,,,,Yes,No,No,No,No,No,No,No,No,,,No,No,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No,,,No,No,No,No,No,CINDY CARPENTER,EMERGENCY RESPONSE SPECIALIST,6900 Alcoa Road,Benton,AR,72015,Carrier,Associate punctured freight with forklift blades while loading / unloading causing product to leak,Responsible associate has been shown proper freight handling and loading techniques as well as recertified for forklift operation.,No,BOX METAL,Metal box,BOX MTL,No,,,,,,,1,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,"FedEx Freight, Inc.",US,
