Report Submission Source,Multiple Rows Per Incident,Report Number,Report Number,Report Type,Date Of Incident,Time Of Incident,NRC Report Number,Federal Dot Report Number,Incident City,Incident County,Incident State,Incident Postal Code,Incident Country,Incident Route,Mode Of Transportation,Transportation Phase,Carrier Reporter Name,Carrier Reporter Street Name,Carrier Reporter City,Carrier Reporter State,Carrier Reporter Postal Code,Carrier Reporter Fed Dot Id,Carrier Reporter Hazmat Reg Id,Carrier Reporter Country,Shipper Name,Shipper Street Name,Shipper City,Shipper State,Shipper Postal Code,Shipper Country,Shipper Waybill Shipping Paper,Shipper Hazmat Registration Id,Origin City,Origin State,Origin Postal Code,Origin Country,Destination City,Destination State,Destination Postal Code,Destination Country,Commodity Short Name,Commodity Long Name,Technical Trade Name,Identification Number,Hazardous Class,Packing Group,Quantity Released,Unit Of Measure,Hazmat Waste Indicator,Hazmat Waste Epa Number,Toxic By Inhalation Ind,Tih Hazard Zone,Material Shipment Approval Ind,Material Shipment Approval Nbr,Undeclared Hazmat Shipment Ind,Packaging Type,What Failed Code,What Failed Description,How Failed Code,How Failed Description,Failure Cause Code,Failure Cause Description,Identification Markings,Cont1 Packaging Type,Cont1 Material Of Construction,Cont1 Head Type,Cont1 Package Capacity,Cont1 Package Capacity Uom,Cont1 Package Amount,Cont1 Package Amount Uom,Cont1 Pkg Shipment Nbr Failed,Cont1 Package Manufacturer,Cont1 Pkg Manufacturer Date,Cont1 Package Serial Number,Cont1 Package Last Test Date,Cont1 Material Of Construction,Cont1 Pkg Dsign Pressure Rpted,Cont1 Dsign Pressure Uom Rpted,Cont1 Pkg Shell Thickness Rptd,Cont1 Shell Thickness Uom Rptd,Cont1 Head Thickness Reported,Cont1 Head Thickness Uom Rpted,Cont1 Pkg Srvc Pressure Rpted,Cont1 Srvc Pressure Uom Rpted,Cont1 Valve Or Device Fail Ind,Cont1 Valve Or Device Type,Cont1 Val Device Manufacturer,Cont1 Valve Or Device Model,Cont2 Package Type,Cont2 Material Of Construction,Cont2 Package Capacity,Cont2 Capacity Uom Reported,Cont2 Package Amount,Cont2 Package Amount Uom,Cont2 Pkg Number In Shipment,Cont2 Pkg Shipment Nbr Failed,Ram Package Category,Ram Package Certification,Ram Package Certification Nbr,Ram Nuclide S Present,Ram Transport Index,Ram Uom,Ram Activity,Ram Activity Rpted,Ram Uom Rpted,Ram Activity Uom,Ram Material Safety Index,Spillage Result Ind,Fire Result Ind,Explosion Result Ind,Water Sewer Result Ind,Gas Dispersion Result Ind,Environmental Damage Result,No Release Result Ind,Other Cleanup Ind,Fire Ems Report Ind,Fire Ems Ems Report Nbr,Police Report Nbr,Police Report Ind,In House Cleanup Ind,Damage More Than 500,Material Loss,Carrier Damage,Property Damage,Response Cost,Remediation Cleanup Cost,Damage Other Old Form,Hazmat Fatality Indicator,Hazmat Fatalities Employees,Hazmat Fatalities Responders,Hazmat Fatality General Public,Non Hazmat Fatality Indicator,Non Hazmat Fatalities,Hazmat Injury Indicator,Hazmat Hospitalized Employees,Hazmat Hospitalized Responders,Hazmat Hospitalized Gen Public,Hazmat Nonhosp Employees,Hazmat Nonhosp General Public,Evacuation Indicator,Total Evacuation Hours,Public Evacuated,Major Artery Closed,Major Artery Hours Closed,Material Involved In Accident,Estimated Speed,Weather Conditions,Vehicle Overturn,Vehicle Left Roadway Track,Total Evacuated,Total Hazmat Fatalities,Total Hazmat Injuries,Passenger Aircraft Indicator,Cargo Passenger Baggage Ind,Incident Occurrence,Shipphase Non Transported Ind,Shipphase Air First Flight Ind,Shipphase Air Subflight Ind,Shipphase Init Transport Ind,Shipphase Transfer Indicator,Contact Name,Contact Title,Contact Street,Contact City,Contact State,Contact Postal Code,Preparer Of Incident Report,Description Of Events,Recommendations Actions Taken,Serious Incident Ind,General Package Type,Container Description,Container Code,Bulk Incident Indicator,Federal Dot Agency Name,Incident Non Us State,Carrier Reporter Non Us State,Shipper Non Us State,Origin Non Us State,Destination Non Us State,Cont1 Pkg Number In Shipment,Hazmat Hospitalized Old Form,Total Hazmat Hosp Injuries,Hazmat Nonhosp Employees,Hazmat Nonhosp Responders,Hazmat Nonhosp Old Form,Employees Evacuated,Undeclared Shipment,Hmis Serious Fatality,Hmis Serious Injury,Hmis Serious Flight Plan,Hmis Serious Evacuations,Hmis Serious Major Artery,Hmis Serious Bulk Release,Hmis Serious Marine Pollutant,Hmis Serious Radioactive,Total Amount Of Damages,Contact Business Name,Contact Country,Contact Non Us State
XML,No,X-2024021343,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2B0ZM85aqNEAR9hcT1IMEBw%3D%3D target=""_blank"">X-2024021343</A>",A hazardous material incident,2024-01-24,1030,,,AURORA,ADAMS,CO,80019,US,5805 N JACKSON GAP STREET,Highway,Unloading,"Fedex Ground Package System, Inc.",1000 Fedex Drive,CORAOPOLIS,PA,15108,265752,061317552044ZB,US,REAGENTS INC,3825 parrott dr,CHARLOTTE,NC,28214,US,281730716499496469,,,,,US,LONGMONT,COLORADO,80503,US,"ALCOHOLS, N.O.S.","ALCOHOLS, N.O.S.",,UN1987,3,II,0.26418,LGA,No,,No, ,No,,No,Non-Bulk,104,Body,309,Punctured,501,Abrasion,1N,Drum,Metal other than steel or aluminum,,0,,0,,0,,1900-01-01 00:00:00,,1900-01-01 00:00:00,Metal other than steel or aluminum,0,,0,,0,,0,,No,,,,,,0,,0,,0,0, ,FALSE,,,,,0,0,,, ,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No, ,,No,No,No,No,No,GEORGE FETSKO,HAZMAT - SAFETY ADVISOR,1000 Fedex Drive,CORAOPOLIS,PA,15108,Carrier,"SequenceEvent: Damage was discovered in the unload. The unload manager called out for an Admin's assistance in containing the shipment. DescribePack: The metal pail is badly dented, and there appears to be a small puncture mark within the denting. The leaked contents came from that puncture mark. DurationRel: 1 and MitigateEffect: The responding Admin contained the shipment in a hazardous materials spill tote and transported it to the hazmat cage for processing.",NO COMMENTS PROVIDED.,No,DRUM METAL,Non-removable head metal drum,1N1,No,,,,,,,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,"Fedex Ground Package System, Inc.",US,
XML,Yes,X-2024020510,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2B6ByQ6N2BYlInk2T8qWnWQ%3D%3D target=""_blank"">X-2024020510</A>",A hazardous material incident,2024-01-23,0900,,,NEWARK,ALAMEDA,CA,94560,US,8333 CENTRAL AVENUE,Highway,Unloading,"Fedex Ground Package System, Inc.",1000 Fedex Drive,CORAOPOLIS,PA,15108,265752,061317552044ZB,US,VWR INTERNATIONAL,8711 West Riggin Ave,VISALIA,CA,93291,US,3735651270035468920,,,,,US,FREMONT,CALIFORNIA,94538,US,NITRIC ACID OTHER THAN R,"NITRIC ACID OTHER THAN RED FUMING, WITH AT LEAST 65 PERCENT, BUT NOT MORE THAN 70 PERCENT NITRIC ACID",,UN2031,8,II,0.003906,LGA,No,,No, ,No,,No,Non-Bulk,109,"Closure (e.g., Cap, Top, or Plug)",308,Leaked,526,"Loose Closure, Component, or Device",4G/Y29.1/S/22USA/+CC7198,Box,Fiberboard,,0,,0,,0,,1900-01-01 00:00:00,,1900-01-01 00:00:00,Fiberboard,0,,0,,0,,0,,No,,,,,,0,,0,,0,0, ,FALSE,,,,,0,0,,, ,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No, ,,No,No,No,No,No,GEORGE FETSKO,HAZMAT - SAFETY ADVISOR,1000 Fedex Drive,CORAOPOLIS,PA,15108,Carrier,"1. X-2024020510 SequenceEvent: Package was been unloaded when it was noticed that the package was wet and was put into a hazmat bag and a tote on the side for inspection. DescribePack: 4 of the bottles had a lose cap causing it to leak and there was no inner packing for extra protection. DurationRel: 1 and MitigateEffect: It was quickly put into a hazmat bag and tote separated from the other packages were it could be taken away and inspected.   2. X-2024020511 SequenceEvent: Package was been unlo0aded when it was noticed that it was wet and needed to be inspected. DescribePack: Upon inspection it was found that the bottles had a lose cap which was the cause of the leak. DurationRel: 1 and MitigateEffect: package was quickly put in a hazmat bag and a tote and put into an isolated area to prevent any possible injuries.   3. X-2024020512 SequenceEvent: Package was been unloaded when it was noticed that the bottom part was wet, and it was put into a bag for protection. DescribePack: Upon inspection it was found that 1 of the 6 bottles had a lose cap which was the cause of the leak. DurationRel: 1 and MitigateEffect: Package was put into a bag and a tote been separated on a clear area where it could not caused aby damage or injuries.",1. X-2024020510 NO COMMENTS PROVIDED.    2. X-2024020511 NO COMMENTS PROVIDED.   3. X-2024020512 NO COMMENTS PROVIDED.,No,BOX FIBER,Fiberboard box,4G,No,,,,,,,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,"Fedex Ground Package System, Inc.",US,
XML,Yes,X-2024020510,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2B6ByQ6N2BYlInk2T8qWnWQ%3D%3D target=""_blank"">X-2024020510</A>",A hazardous material incident,2024-01-23,0900,,,NEWARK,ALAMEDA,CA,94560,US,8333 CENTRAL AVENUE,Highway,Unloading,"Fedex Ground Package System, Inc.",1000 Fedex Drive,CORAOPOLIS,PA,15108,265752,061317552044ZB,US,VWR INTERNATIONAL,8711 West Riggin Ave,VISALIA,CA,93291,US,3735651270035471618,,,,,US,FREMONT,CALIFORNIA,94538,US,NITRIC ACID OTHER THAN R,"NITRIC ACID OTHER THAN RED FUMING, WITH AT LEAST 65 PERCENT, BUT NOT MORE THAN 70 PERCENT NITRIC ACID",,UN2031,8,II,0.000234,LGA,No,,No, ,No,,No,Non-Bulk,109,"Closure (e.g., Cap, Top, or Plug)",308,Leaked,526,"Loose Closure, Component, or Device",4G/Y29.1/S/22USA/+CC7198,Box,Fiberboard,,0,,0,,0,,1900-01-01 00:00:00,,1900-01-01 00:00:00,Fiberboard,0,,0,,0,,0,,No,,,,,,0,,0,,0,0, ,FALSE,,,,,0,0,,, ,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No, ,,No,No,No,No,No,GEORGE FETSKO,HAZMAT - SAFETY ADVISOR,1000 Fedex Drive,CORAOPOLIS,PA,15108,Carrier,"1. X-2024020510 SequenceEvent: Package was been unloaded when it was noticed that the package was wet and was put into a hazmat bag and a tote on the side for inspection. DescribePack: 4 of the bottles had a lose cap causing it to leak and there was no inner packing for extra protection. DurationRel: 1 and MitigateEffect: It was quickly put into a hazmat bag and tote separated from the other packages were it could be taken away and inspected.   2. X-2024020511 SequenceEvent: Package was been unlo0aded when it was noticed that it was wet and needed to be inspected. DescribePack: Upon inspection it was found that the bottles had a lose cap which was the cause of the leak. DurationRel: 1 and MitigateEffect: package was quickly put in a hazmat bag and a tote and put into an isolated area to prevent any possible injuries.   3. X-2024020512 SequenceEvent: Package was been unloaded when it was noticed that the bottom part was wet, and it was put into a bag for protection. DescribePack: Upon inspection it was found that 1 of the 6 bottles had a lose cap which was the cause of the leak. DurationRel: 1 and MitigateEffect: Package was put into a bag and a tote been separated on a clear area where it could not caused aby damage or injuries.",1. X-2024020510 NO COMMENTS PROVIDED.    2. X-2024020511 NO COMMENTS PROVIDED.   3. X-2024020512 NO COMMENTS PROVIDED.,No,BOX FIBER,Fiberboard box,4G,No,,,,,,,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,"Fedex Ground Package System, Inc.",US,
XML,Yes,X-2024020510,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2B6ByQ6N2BYlInk2T8qWnWQ%3D%3D target=""_blank"">X-2024020510</A>",A hazardous material incident,2024-01-23,0900,,,NEWARK,ALAMEDA,CA,94560,US,8333 CENTRAL AVENUE,Highway,Unloading,"Fedex Ground Package System, Inc.",1000 Fedex Drive,CORAOPOLIS,PA,15108,265752,061317552044ZB,US,VWR INTERNATIONAL,8711 West Riggin Ave,VISALIA,CA,93291,US,3735651270035472430,,,,,US,FREMONT,CALIFORNIA,94538,US,NITRIC ACID OTHER THAN R,"NITRIC ACID OTHER THAN RED FUMING, WITH AT LEAST 65 PERCENT, BUT NOT MORE THAN 70 PERCENT NITRIC ACID",,UN2031,8,II,0.000391,LGA,No,,No, ,No,,No,Non-Bulk,109,"Closure (e.g., Cap, Top, or Plug)",308,Leaked,526,"Loose Closure, Component, or Device",4G/Y29.1/S/22USA/+CC7198,Box,Fiberboard,,0,,0,,0,,1900-01-01 00:00:00,,1900-01-01 00:00:00,Fiberboard,0,,0,,0,,0,,No,,,,,,0,,0,,0,0, ,FALSE,,,,,0,0,,, ,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No, ,,No,No,No,No,No,GEORGE FETSKO,HAZMAT - SAFETY ADVISOR,1000 Fedex Drive,CORAOPOLIS,PA,15108,Carrier,"1. X-2024020510 SequenceEvent: Package was been unloaded when it was noticed that the package was wet and was put into a hazmat bag and a tote on the side for inspection. DescribePack: 4 of the bottles had a lose cap causing it to leak and there was no inner packing for extra protection. DurationRel: 1 and MitigateEffect: It was quickly put into a hazmat bag and tote separated from the other packages were it could be taken away and inspected.   2. X-2024020511 SequenceEvent: Package was been unlo0aded when it was noticed that it was wet and needed to be inspected. DescribePack: Upon inspection it was found that the bottles had a lose cap which was the cause of the leak. DurationRel: 1 and MitigateEffect: package was quickly put in a hazmat bag and a tote and put into an isolated area to prevent any possible injuries.   3. X-2024020512 SequenceEvent: Package was been unloaded when it was noticed that the bottom part was wet, and it was put into a bag for protection. DescribePack: Upon inspection it was found that 1 of the 6 bottles had a lose cap which was the cause of the leak. DurationRel: 1 and MitigateEffect: Package was put into a bag and a tote been separated on a clear area where it could not caused aby damage or injuries.",1. X-2024020510 NO COMMENTS PROVIDED.    2. X-2024020511 NO COMMENTS PROVIDED.   3. X-2024020512 NO COMMENTS PROVIDED.,No,BOX FIBER,Fiberboard box,4G,No,,,,,,,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,"Fedex Ground Package System, Inc.",US,
XML,No,X-2024020287,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2BBakOPiGkCU94efEqosdFQ%3D%3D target=""_blank"">X-2024020287</A>",A hazardous material incident,2024-01-11,1400,,,POOLER,CHATHAM,GA,31322,US,135 COLEMAN BLVD,Highway,Unloading,"Fedex Ground Package System, Inc.",1000 Fedex Drive,CORAOPOLIS,PA,15108,265752,061317552044ZB,US,FISHER SCIENTIFIC,2775 HORIZON RIDGE CT,SUWANEE,GA,30024,US,390645724637177140,,,,,US,SAVANNAH,GEORGIA,31404,US,ACETONE,ACETONE,,UN1090,3,II,0.03125,LGA,No,,No, ,No,,No,Non-Bulk,104,Body,305,Crushed,502,Broken Component or Device,4G/Y29.8/S/23USA/+AA103474G/Z40.2/S,,,,0,,0,,0,,1900-01-01 00:00:00,,1900-01-01 00:00:00,,0,,0,,0,,0,,No,,,,,,0,,0,,0,0, ,FALSE,,,,,0,0,,, ,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No, ,,No,No,No,No,No,GEORGE FETSKO,HAZMAT - SAFETY ADVISOR,1000 Fedex Drive,CORAOPOLIS,PA,15108,Carrier,SequenceEvent: found box open sitting on van line with glass inside. DescribePack: 1 bottle broke DurationRel: 1 and MitigateEffect: used absorbent sheets to clean up mess.,NO COMMENTS PROVIDED,No,BOX FIBER,Fiberboard box,4G,No,,,,,,,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,"Fedex Ground Package System, Inc.",US,
XML,No,X-2024021338,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2BCxI8aTm7jlvEHdndfYixQ%3D%3D target=""_blank"">X-2024021338</A>",A hazardous material incident,2024-01-23,0100,,,CYPRESS,HARRIS,TX,77433,US,8787 W GRAND PARKWAY N,Highway,Loading,"Fedex Ground Package System, Inc.",1000 Fedex Drive,CORAOPOLIS,PA,15108,265752,061317552044ZB,US,MODE/BSG HOUSTON,7200 Golden Gate Dr,HOUSTON,TX,77041,US,4929595774799726781,,,,,US,SARASOTA,FLORIDA,34233,US,ETHANOL OR ETHYL ALCOHOL,ETHANOL OR ETHYL ALCOHOL OR ETHANOL SOLUTIONS OR ETHYL ALCOHOL SOLUTIONS,,UN1170,3,II,0.26418,LGA,No,,No, ,No,,No,Non-Bulk,109,"Closure (e.g., Cap, Top, or Plug)",308,Leaked,526,"Loose Closure, Component, or Device",4G,Box,Fiberboard,,0,,0,,0,,1900-01-01 00:00:00,,1900-01-01 00:00:00,Fiberboard,0,,0,,0,,0,,No,,,,Bottle,Plastic,0,,0,,0,0, ,FALSE,,,,,0,0,,, ,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No, ,,No,No,No,No,No,GEORGE FETSKO,HAZMAT - SAFETY ADVISOR,1000 Fedex Drive,CORAOPOLIS,PA,15108,Carrier,SequenceEvent: Placed outside of Hazmat cage DescribePack: Loose cap DurationRel: 1 and MitigateEffect: Placed in a lined tote,NO COMMENTS PROVIDED,No,BOX FIBER,Fiberboard box or carton,BOX FBR,No,,,,,,,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,"Fedex Ground Package System, Inc.",US,
XML,No,X-2024010490,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2BI3QVCuHbVM9CnMV%2Bk6YGg%3D%3D target=""_blank"">X-2024010490</A>",A hazardous material incident,2024-01-11,2100,,,EARTH CITY,ST LOUIS,MO,63045,US,13818 RIDER TRAIL DRIVE,Highway,In Transit,UNITED PARCEL SERVICE,55 GLENLAKE PKWY,ATLANTA,GA,30328,21800,,US,MERITECH,720 CORPORATE CIR STE STE L,GOLDEN,CO,804015626,US,1Z80704E6868478634,,,,,US,,,,,"DISINFECTANTS, LIQUID, C","DISINFECTANTS, LIQUID, CORROSIVE N.O.S.",QUATERNARY AMMONIUM COMPOUND,UN1903,8,II,0.09375,LGA,No,,No, ,No,,No,Non-Bulk,109,"Closure (e.g., Cap, Top, or Plug)",308,Leaked,535,Valve Open,4G,Box,Fiberboard,,0.39627,LGA,0.39627,LGA,1,,1900-01-01 00:00:00,,1900-01-01 00:00:00,Fiberboard,0,,0,,0,,0,,No,,,,,,0,,0,,0,0, ,FALSE,,,,,0,0,,, ,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No, ,,No,No,No,No,No,LAUREN CAMERON,DANGEROUS GOODS SPECIALIST,55 Glenlake Parkway NE,ATLANTA,GA,30328,Carrier,"FULLY LABELED HAZ-MAT SHIPMENT WAS VISUALLY DISCOVERED WET IN APPEARANCE BY THE HCD PICK-OFF ON THE PD-4. WITHOUT TOUCHING THE PKG HE TURNED OFF   SECURED THE BELT, EVACUATED THE AREA AND NOTIFIED HIS IMMEDIATE SUPERVISOR. DMP WAS CONTACTED AND WITHIN 4 MINUTES A DESIGNATED RESPONDER ARRIVED DONNING THE PROPER PPE AND WITH A FULLY STOCKED SPILL CART. AFTER FOLLOWING THE DECISION TREE   APPROPRIATE RESPONSE SHEET THE DAMAGE WAS CONTAINED (NO SPILLAGE OUTSIDE OF CARTON), THEN TRANSPORTED TO THE DMP PROCESSING AREA. CLOSER INSPECTION REVEALED THAT THE CAP ON 1 OF 6 POLY 2-LITER DISPENSER/CONTAINERS WAS SLIGHTLY AJAR, CAUSING APPROX. 12 OUNCES OF THE LIQUID TO LEAK THROUGH THE BREACH AND INTO THE CARTON. THERE WAS NO INTERNAL PACKING MATERIAL AND THE OUTER CARTON WAS A SINGLEWALL FIBERBOARD BOX, RATED AT A 275 LBS/IN BURSTING TEST.",NO COMMENTS PROVIDED.,No,BOX FIBER,Fiberboard box,4G,No,,,,,,,1,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,United Parcel Service,US,
XML,No,X-2024010473,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2BK034CpQ7%2FfAYg3a6YRWYQ%3D%3D target=""_blank"">X-2024010473</A>",Undeclared Shipment with no Release,2024-01-08,0230,,,SACRAMENTO,SACRAMENTO,CA,95824,US,8200 ELDER CREEK ROAD,Highway,Loading,"Fedex Ground Package System, Inc.",1000 Fedex Drive,CORAOPOLIS,PA,15108,265752,061317552044ZB,US,BBWD,70 LOGISTICS DRIVE,CARLISLE,PA,17013,US,5261840720754706247,,,,,US,CARMICHAEL,CALIFORNIA,95608,US,"AEROSOLS, POISON, PACKIN","AEROSOLS, POISON, PACKING GROUP III (EACH NOT EXCEEDING 1 L CAPACITY)",,UN1950,2.2,,0,,No,,No, ,No,,Yes,Non-Bulk,,,,,,,4G,Box,Fiberboard,,0,,0,,0,,1900-01-01 00:00:00,,1900-01-01 00:00:00,Fiberboard,0,,0,,0,,0,,No,,,,Can,Metal (any type),0,,0,,0,0, ,FALSE,,,,,0,0,,, ,No,No,No,No,No,No,Yes,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No, ,,No,No,No,No,No,GEORGE FETSKO,HAZMAT - SAFETY ADVISOR,1000 Fedex Drive,CORAOPOLIS,PA,15108,Carrier,NO COMMENTS PROVIDED.,NO COMMENTS PROVIDED.,No,BOX FIBER,Fiberboard box or carton,BOX FBR,No,,,,,,,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,0,"Fedex Ground Package System, Inc.",US,
XML,No,X-2024020026,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2BOPnETTVVoojo1gjESDPmA%3D%3D target=""_blank"">X-2024020026</A>",A hazardous material incident,2024-01-24,1032,,,HODGKINS,COOK,IL,60525,US,1 UPS WAY,Highway,Loading,UNITED PARCEL SERVICE CO,55 GLENLAKE PKWY,ATLANTA,GA,30328,21800,,US,A DUIE PYLE RDC,210 SERVISTAR INDUSTRIAL WAY STE 1000,WESTFIELD,MA,010855605,US,1ZX2F1360341834632,,,,,US,DYERSVILLE,IOWA,52040,US,"BATTERIES, WET, FILLED W","BATTERIES, WET, FILLED WITH ACID, ELECTRIC STORAGE",,UN2794,8,,0.5,SLB,No,,No, ,No,,No,Non-Bulk,104,Body,304,Cracked,511,Dropped,4G,Box,Fiberboard,,43,SLB,43,SLB,1,,1900-01-01 00:00:00,,1900-01-01 00:00:00,Fiberboard,0,,0,,0,,0,,No,,,,,,0,,0,,0,0, ,FALSE,,,,,0,0,,, ,Yes,No,No,No,No,No,No,No,No,,,No,Yes,No,0,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No, ,,No,No,No,No,No,LAUREN CAMERON,DANGEROUS GOODS SPECIALIST,55 Glenlake Parkway NE,ATLANTA,GA,30328,Carrier,RESPONDER USED THE DECISION TREE AND RESPOND SHEET TO THEN CLEAN UP THE SPILL AND BRING IT BACK TO THE DMP CAGE FOR FURTHER PROCESSING.,NO COMMENTS PROVIDED.,No,CONTAINER,"Container, no description given (do not use if at all possible)",CONT,No,,,,,,,1,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,0,United Parcel Service,US,
Web,No,E-2024010125,"<A HREF = https://portal.phmsa.dot.gov/PDFGenerator/getPublicReport/OHMIR_5800-1?INCIDENTID=%2BP%2F4Qr9pqGYwb%2BigG8aB5g%3D%3D target=""_blank"">E-2024010125</A>",A hazardous material incident,2024-01-02,1442,,,Rockwell,UNKNOWN,TX,,US,2105 S Goliad St,Highway,In Transit,"BIG G EXPRESS, INC.",190 HAWKINS DR,SHELBYVILLE,TN,37160-3648,580685,,US,Tecjnical Chemical Company,400 Commerce St,Cleburne,TX,76033,US,,,,,,US,,,,,"AEROSOLS, FLAMMABLE, (EA","AEROSOLS, FLAMMABLE, (EACH NOT EXCEEDING 1 L CAPACITY)",,UN1950,2.1,III,10.125,LGA,No,,No, ,No,,No,Non-Bulk,,,,,,,,Jerrican,Aluminum,,0,,0,,0,,1900-01-01 00:00:00,,1900-01-01 00:00:00,Aluminum,0,,0,,0,,0,,No,,,,,,0,,0,,0,0, ,FALSE,,,,,0,0,,, ,Yes,No,No,No,No,No,No,Yes,No,,,No,No,Yes,7800,0,0,0,0,0,No,0,0,0,No,0,No,0,0,0,0,0,No,0,0,No,0,No,0,,No,No,0,0,0,No, ,,No,No,No,No,No,CHRISTIAN CALVIN,,,,,,Other-Authorized Agent,Load shift,Properly secure all freight,No,DRUM METAL,"Metal pail, open head, capacity 10 gallons or less",PAIL MTL,No,,,,,,,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,7800,,US,
